T,S0184,S0185,S0188,S0189,S0191,S0192,S0195,S0196,S0199,S0205,S0206,S0207,S0212,S0213,S0217,S0219,S0224,S0225,S0226,S0228,S0229,S0230,S0231,S0233,S0234,S0235,S0236,S0237,S0238,S0240,S0266,S0267,S0270,S0276,S0277,S0278,S0280,S0285,S0286,S0287,S0289,S0290,S0292,S0293,S0296,S0297,S0301,S0307,S0308,S0317,S0318,S0322,S0323,S0324,S0325,S0326,S0328,S0329,S0330,S0332,S0333,S0335,S0336,S0337,S0338,S0344,S0345,S0351,S0352,S0360,S0361,S0363,S0364,S0365,S0366,S0367,S0368,S0369,S0370,S0371,S0374,S0375,S0376,S0378,S0380,S0381,S0382,S0383,S0384
25.0,136.0,14387.296875,,74.9513549804687,6737.0,72.0,25325.0,129709.0,124437.0,1202.0,1305.0,1305.0,135.0,351.10986328125,5004.0,7821.0,1696.0,72.0,65.0,76.0,106.0,100.0,20.6999969482421,14.0,18.0,37.0,70.0,452.0,75.0999755859375,826.087890625,140.0,80.0,107.0,,,,,152.0,184.0,85.0,105.0,2605.0,85.0,1978.0,6300.0,85.0,88.0,11.1999969482421,89.0,285.0,115.5,107.0,82.0,85.0,90.0,100.0,115.5,109.0,111.0,110.299987792968,112.899963378906,3.52999877929687,82.0,72.2999877929687,89.0,123.0,128.0,,,17.5199890136718,3.93999862670898,1.79999923706054,7896.0,1.13999938964843,34.0,118.0,348.0,23.0999908447265,4.59999847412109,53.5999755859375,107.0,478.0,99.7999877929687,388.0,1375.0,64.199951171875,59.1999816894531,761.0,5.43999862670898
26.0,201.0,14654.296875,,92.6482543945312,6900.0,89.0,25237.0,125517.0,109391.0,1376.0,1229.0,1229.0,157.0,413.739990234375,5092.0,7000.0,1686.0,74.0,82.0,90.0,110.0,111.0,18.5999908447265,18.0,22.0,47.0,84.0,508.0,83.0999755859375,809.4228515625,161.0,85.0,109.0,,,,,161.0,201.0,81.0,108.0,2540.0,115.0,2288.0,6653.0,93.0,92.0,13.6299972534179,95.0,287.0,120.0,108.0,85.0,88.0,94.0,106.0,120.0,111.399963378906,112.5,110.799987792968,117.5,4.75,84.0,78.0999755859375,95.0,125.0,126.0,,,17.8699951171875,3.58999824523925,1.79999923706054,8002.0,1.13999938964843,17.0,135.0,354.0,8.69999694824218,7.59999847412109,56.3999938964843,107.0,399.0,100.599975585937,2178.0,1380.0,49.8999938964843,44.5999755859375,764.0,5.02999877929687
27.0,214.0,11575.3984375,,78.0743408203125,6112.0,75.0,24363.0,134699.0,119149.0,1121.0,1073.0,1073.0,148.0,351.889892578125,4340.0,9408.0,1444.0,64.0,80.0,84.0,85.0,105.0,13.7999954223632,20.0,24.0,50.0,84.0,509.0,83.7999877929687,678.48681640625,170.0,79.0,92.0,,,,,146.0,194.0,83.0,103.0,2419.0,108.0,2148.0,6010.0,89.0,91.0,13.6499938964843,99.0,302.0,116.899963378906,80.0,71.0,88.0,93.0,97.0,116.899963378906,113.399963378906,113.5,111.299987792968,116.399963378906,4.39999771118164,77.0,72.3999633789062,99.0,99.0,98.0,,,18.3099975585937,3.14999961853027,1.09999942779541,8024.0,1.14999961853027,20.0,142.0,357.0,5.29999923706054,5.89999771118164,57.0,94.0,317.0,101.0,2083.0,1374.0,48.5,43.2999877929687,759.0,4.86999893188476
28.0,221.0,15238.6953125,,106.180969238281,6717.0,102.0,23927.0,131711.0,119151.0,1272.0,1262.0,1262.0,134.0,452.02978515625,4801.0,7629.0,1702.0,76.0,99.0,87.0,110.0,108.0,19.2999877929687,25.0,30.0,63.0,99.0,485.0,98.7999877929687,876.08154296875,161.0,91.0,114.0,,,,,159.0,201.0,86.0,101.0,3225.0,109.0,2146.0,8112.0,93.0,93.0,15.9299926757812,99.0,298.0,124.399963378906,106.0,85.0,89.0,95.0,98.0,124.399963378906,115.599975585937,119.299987792968,116.0,119.399963378906,3.92999839782714,86.0,82.5999755859375,99.0,129.0,135.0,,,18.5499877929687,2.78999900817871,1.5,8023.0,1.14999961853027,30.0,122.0,355.0,16.2999877929687,5.19999694824218,58.7999877929687,107.0,333.0,98.5,1892.0,1384.0,62.7999877929687,56.5999755859375,773.0,5.64999771118164
29.0,153.0,16209.796875,,80.1563720703125,7937.0,77.0,23381.0,127676.0,108886.0,1388.0,1413.0,1413.0,173.0,,5149.0,20670.0,1722.0,77.0,78.0,83.0,110.0,102.0,20.0,20.0,22.0,55.0,79.0,518.0,88.0999755859375,909.41064453125,157.0,91.0,115.0,,,,,163.0,194.0,88.0,98.0,3228.0,140.0,2575.0,8340.0,89.0,92.0,13.3299942016601,94.0,315.0,128.799926757812,103.0,85.0,87.0,93.0,97.0,128.799926757812,116.5,121.099975585937,115.699951171875,123.299987792968,3.92999839782714,83.0,72.8999633789062,94.0,129.0,139.0,,,18.5999908447265,3.10999870300293,2.29999923706054,7966.0,1.13999938964843,41.0,115.0,355.0,24.2999877929687,6.0,58.3999938964843,104.0,463.0,96.7999877929687,622.0,1394.0,76.699951171875,51.5999755859375,785.0,4.69999694824218
30.0,232.0,15425.09375,,131.164916992187,7647.0,126.0,24847.0,120658.0,114693.0,1482.0,1346.0,1346.0,165.0,,5453.0,27839.0,1583.0,78.0,82.0,97.0,110.0,118.0,19.6999969482421,22.0,26.0,64.0,92.0,544.0,91.5,876.08154296875,179.0,94.0,117.0,,,,,167.0,193.0,88.0,101.0,2673.0,92.0,2168.0,8631.0,99.0,93.0,16.0499877929687,101.0,302.0,133.599975585937,102.0,89.0,89.0,95.0,95.0,133.799926757812,120.599975585937,123.699951171875,117.299987792968,128.199951171875,5.02999877929687,85.0,79.5,101.0,130.0,138.0,,,19.1099853515625,3.03999900817871,1.39999961853027,8017.0,1.1299991607666,20.0,131.0,360.0,7.89999771118164,10.099998474121,60.1999816894531,101.0,400.0,99.5,675.0,1363.0,64.8999633789062,34.1999816894531,780.0,2.5
31.0,240.0,12130.59375,,100.975952148437,6993.0,97.0,26533.0,121006.0,123091.0,1154.0,1085.0,1085.0,156.0,,4922.0,29489.0,1467.0,69.0,71.0,86.0,88.0,111.0,14.6999969482421,26.0,30.0,63.0,97.0,569.0,93.3999633789062,733.24169921875,190.0,85.0,98.0,,,,,152.0,190.0,87.0,98.0,3405.0,132.0,2587.0,8115.0,91.0,92.0,15.9199981689453,101.0,307.0,130.39990234375,73.0,73.0,91.0,93.0,86.0,130.39990234375,121.5,124.399963378906,117.099975585937,127.0,4.40999984741211,78.0,72.5999755859375,101.0,101.0,102.0,,,19.489990234375,2.78999900817871,1.0,7985.0,1.13999938964843,26.0,127.0,363.0,4.0,8.0,60.7999877929687,88.0,315.0,100.699951171875,1073.0,1294.0,63.2999877929687,34.5999755859375,771.0,2.25
32.0,226.0,15048.8984375,,120.754943847656,8089.0,116.0,27657.0,116420.0,131362.0,1321.0,1488.0,1488.0,85.0,,5254.0,12785.0,1779.0,81.0,75.0,89.0,113.0,117.0,22.0999908447265,30.0,33.0,77.0,114.0,538.0,105.899963378906,928.45556640625,179.0,97.0,121.0,,,,,180.0,193.0,95.0,102.0,4412.0,124.0,2398.0,9647.0,100.0,95.0,18.219985961914,103.0,358.0,136.699951171875,96.0,89.0,91.0,97.0,93.0,136.699951171875,122.799987792968,128.699951171875,121.0,129.199951171875,3.58999824523925,89.0,82.7999877929687,103.0,134.0,142.0,,,19.6599884033203,2.56999969482421,1.59999942779541,7830.0,1.1299991607666,55.0,87.0,362.0,11.599998474121,6.19999694824218,61.8999938964843,102.0,350.0,99.199951171875,724.0,1297.0,89.5,43.0,780.0,2.68999862670898
33.0,176.0,15877.09375,,99.9352416992187,9279.0,96.0,24207.0,131788.0,130534.0,1736.0,1773.0,1773.0,120.0,,5245.0,16684.0,1857.0,86.0,65.0,75.0,,,,27.0,30.0,61.0,94.0,583.0,93.5,933.216796875,,97.0,,,,,,186.0,208.0,98.0,97.0,4047.0,144.0,2881.0,8221.0,92.0,96.0,14.4599990844726,97.0,363.0,131.799926757812,100.0,90.0,90.0,98.0,99.0,131.799926757812,120.799987792968,125.699951171875,116.699951171875,126.5,3.51999855041503,86.0,76.0,97.0,132.0,138.0,,,19.3599853515625,3.09999847412109,2.89999961853027,7573.0,1.09999942779541,90.0,65.0,360.0,17.5999908447265,6.09999847412109,60.5999755859375,100.0,518.0,97.8999633789062,735.0,1288.0,114.399963378906,35.2999877929687,790.0,2.13999938964843
34.0,256.0,15077.8984375,,150.943969726562,9547.0,145.0,,116357.0,117287.0,1544.0,1392.0,1392.0,207.0,,5667.0,13260.0,1395.0,73.0,76.0,85.0,,,,32.0,37.0,75.0,108.0,646.0,98.7999877929687,918.9326171875,,104.0,,,,,,194.0,212.0,99.0,102.0,4254.0,104.0,2703.0,8489.0,101.0,99.0,16.6899871826171,104.0,361.0,132.39990234375,93.0,80.0,95.0,101.0,104.0,132.39990234375,122.5,126.199951171875,117.699951171875,127.5,4.96999740600586,90.0,85.0999755859375,104.0,136.0,141.0,,,19.3299865722656,2.91999816894531,2.19999885559082,7443.0,1.08999919891357,62.0,75.0,364.0,7.5,10.099998474121,61.8999938964843,98.0,529.0,100.899963378906,4049.0,1278.0,96.3999633789062,26.0999908447265,787.0,2.41999816894531
35.0,271.0,12921.8984375,,116.590942382812,8064.0,112.0,,,,1190.0,1150.0,1150.0,188.0,,5451.0,,1577.0,76.0,66.0,85.0,,,,28.0,39.0,74.0,112.0,613.0,98.0999755859375,771.33251953125,,94.0,,,,,,181.0,191.0,98.0,100.0,4587.0,125.0,3124.0,9860.0,100.0,98.0,16.1999969482421,107.0,337.0,127.599975585937,76.0,78.0,95.0,99.0,88.0,127.699951171875,123.399963378906,125.599975585937,118.0,126.099975585937,4.88999938964843,83.0,80.5,107.0,106.0,105.0,,,19.4599914550781,3.02999877929687,2.39999961853027,7429.0,1.08999919891357,64.0,75.0,366.0,5.39999771118164,7.59999847412109,62.0,87.0,455.0,102.5,2277.0,1269.0,95.0,28.7999877929687,781.0,3.33999824523925
36.0,265.0,15250.09375,,151.984985351562,8188.0,146.0,,,,1540.0,1589.0,1589.0,237.0,,5636.0,,1969.0,92.0,77.0,89.0,,,,26.0,45.0,88.0,128.0,634.0,109.399963378906,895.126953125,,106.0,,,,,,204.0,219.0,106.0,101.0,5127.0,100.0,2881.0,11204.0,107.0,101.0,18.1199951171875,106.0,375.0,134.0,110.0,96.0,94.0,102.0,94.0,134.0,127.0,129.299926757812,122.0,130.199951171875,4.43999862670898,95.0,89.0999755859375,106.0,139.0,145.0,,,19.6099853515625,2.85999870300293,3.89999961853027,7414.0,1.07999992370605,84.0,59.0,363.0,15.1999969482421,4.89999771118164,63.7999877929687,103.0,478.0,101.799987792968,943.0,1281.0,110.0,39.5999755859375,794.0,2.84999847412109
37.0,180.0,15688.6953125,,128.0419921875,8889.0,123.0,,,,1657.0,1784.0,1784.0,162.0,,5298.0,,1943.0,94.0,,75.0,,,,,,,,671.0,96.199951171875,845.1328125,,105.0,,,,,,,270.0,114.0,108.0,4207.0,130.0,3365.0,10265.0,101.0,102.0,,94.0,,,112.0,96.0,94.0,103.0,107.0,,,,,,,94.0,84.7999877929687,94.0,,,,,,,,,,,,,,,,101.0,664.0,101.699951171875,566.0,1290.0,108.0,52.8999938964843,810.0,3.17999839782714
38.0,282.0,15415.6953125,,167.599975585937,8655.0,161.0,,,,1623.0,1503.0,1503.0,224.0,,5573.0,,1950.0,95.0,,96.0,,,,,,,,702.0,96.3999633789062,,,104.0,,,,,,,268.0,121.0,118.0,4587.0,104.0,2990.0,,111.0,104.0,,105.0,,,115.0,101.0,97.0,106.0,110.0,,,,,,,101.0,94.199951171875,105.0,,,,,,,,,,,,,,,,102.0,584.0,105.899963378906,1475.0,1288.0,80.8999633789062,52.0999755859375,814.0,3.8799991607666
39.0,294.0,12084.6953125,,174.886962890625,7161.0,168.0,,,,1316.0,1321.0,1321.0,176.0,,5448.0,,1615.0,83.0,,89.0,,,,,,,,683.0,95.8999633789062,,,92.0,,,,,,,260.0,115.0,112.0,4206.0,,,,108.0,103.0,,109.0,,,80.0,83.0,95.0,104.0,101.0,,,,,,,91.0,89.5,109.0,,,,,,,,,,,,,,,,91.0,468.0,107.799987792968,2571.0,1304.0,68.8999633789062,69.0999755859375,808.0,4.23999786376953
40.0,268.0,17141.890625,,168.640991210937,6912.0,162.0,,,,978.0,1181.0,1181.0,197.0,,5476.0,,1996.0,98.0,,87.0,,,,,,,,706.0,109.599975585937,,,102.0,,,,,,,251.0,122.0,115.0,4778.0,,,,112.0,104.0,,112.0,,,108.0,102.0,99.0,105.0,106.0,,,,,,,102.0,99.2999877929687,112.0,,,,,,,,,,,,,,,,106.0,493.0,107.699951171875,1158.0,1323.0,78.5999755859375,81.8999633789062,813.0,4.19999694824218
41.0,208.0,18041.59375,,143.656982421875,8059.0,138.0,,,,1057.0,1121.0,1121.0,180.0,,5168.0,,2097.0,103.0,,88.0,,,,,,,,729.0,98.0999755859375,,,103.0,,,,,,,285.0,125.0,115.0,,,,,107.0,101.0,,106.0,,,110.0,101.0,98.0,101.0,105.0,,,,,,,99.0,93.0999755859375,106.0,,,,,,,,,,,,,,,,102.0,645.0,,,,,,,
42.0,297.0,19311.59375,,174.886962890625,8701.0,168.0,,,,1173.0,989.0,989.0,229.0,,5476.0,,2073.0,98.0,,107.0,,,,,,,,768.0,100.899963378906,,,108.0,,,,,,,287.0,126.0,117.0,,,,,116.0,102.0,,114.0,,,109.0,107.0,100.0,103.0,107.0,,,,,,,103.0,103.5,114.0,,,,,,,,,,,,,,,,103.0,571.0,,,,,,,
43.0,286.0,15027.3984375,,175.927978515625,7245.0,169.0,,,,894.0,832.0,832.0,208.0,,5409.0,,1747.0,90.0,,99.0,,,,,,,,769.0,101.599975585937,,,99.0,,,,,,,302.0,124.0,109.0,,,,,110.0,100.0,,125.0,,,75.0,89.0,99.0,99.0,96.0,,,,,,,94.0,96.3999633789062,125.0,,,,,,,,,,,,,,,,90.0,502.0,,,,,,,
44.0,275.0,19489.390625,,189.4609375,8023.0,182.0,,,,,,,99.0,,5636.0,,2003.0,109.0,,111.0,,,,,,,,767.0,116.099975585937,,,113.0,,,,,,,298.0,131.0,114.0,,,,,116.0,98.0,,119.0,,,107.0,103.0,103.0,97.0,93.0,,,,,,,105.0,107.199951171875,119.0,,,,,,,,,,,,,,,,104.0,530.0,,,,,,,
45.0,190.0,20317.796875,,158.23095703125,8890.0,152.0,,,,,,,196.0,,5388.0,,2063.0,110.0,,87.0,,,,,,,,780.0,105.599975585937,,,114.0,,,,,,,315.0,139.0,109.0,,,,,109.0,99.0,,,,,111.0,104.0,100.0,98.0,103.0,,,,,,,103.0,101.699951171875,,,,,,,,,,,,,,,,,102.0,650.0,,,,,,,
46.0,264.0,19812.296875,,137.410888671875,10089.0,132.0,,,,,,,226.0,,6130.0,,1855.0,107.0,,113.0,,,,,,,,799.0,104.599975585937,,,123.0,,,,,,,302.0,135.0,111.0,,,,,115.0,102.0,,,,,116.0,110.0,101.0,102.0,108.0,,,,,,,103.0,109.5,,,,,,,,,,,,,,,,,100.0,522.0,,,,,,,
47.0,247.0,16222.09375,,138.451904296875,8620.0,133.0,,,,,,,155.0,,6365.0,,1664.0,96.0,,95.0,,,,,,,,743.0,104.699951171875,,,111.0,,,,,,,307.0,130.0,105.0,,,,,121.0,100.0,,,,,83.0,91.0,98.0,100.0,81.0,,,,,,,94.0,101.299987792968,,,,,,,,,,,,,,,,,89.0,438.0,,,,,,,
48.0,258.0,19191.59375,,148.861938476562,9742.0,143.0,,,,,,,215.0,,6527.0,,2038.0,116.0,,107.0,,,,,,,,703.0,115.399963378906,,,124.0,,,,,,,358.0,141.0,110.0,,,,,124.0,101.0,,,,,117.0,109.0,96.0,102.0,87.0,,,,,,,107.0,112.599975585937,,,,,,,,,,,,,,,,,99.0,470.0,,,,,,,
49.0,,20628.296875,,125.9599609375,12345.0,121.0,,,,,,,185.0,,5757.0,,2066.0,119.0,,93.0,,,,,,,,710.0,104.5,,,126.0,,,,,,,363.0,147.0,113.0,,,,,120.0,103.0,,,,,121.0,111.0,99.0,103.0,101.0,,,,,,,107.0,105.5,,,,,,,,,,,,,,,,,100.0,,,,,,,,
50.0,,20508.890625,,160.31298828125,12031.0,154.0,,,,,,,266.0,,7830.0,,2071.0,114.0,,109.0,,,,,,,,775.0,105.199951171875,,,135.0,,,,,,,361.0,152.0,113.0,,,,,134.0,108.0,,,,,127.0,113.0,102.0,109.0,110.0,,,,,,,113.0,115.399963378906,,,,,,,,,,,,,,,,,96.0,,,,,,,,
51.0,,16181.1953125,,,10433.0,,,,,,,,311.0,,7092.0,,1763.0,106.0,,88.0,,,,,,,,717.0,101.599975585937,,,116.0,,,,,,,337.0,140.0,108.0,,,,,126.0,109.0,,,,,87.0,97.0,101.0,109.0,101.0,,,,,,,100.0,108.0,,,,,,,,,,,,,,,,,81.0,,,,,,,,
52.0,,20499.390625,,,12770.0,,,,,,,,225.0,,7376.0,,2164.0,128.0,,105.0,,,,,,,,729.0,107.699951171875,,,134.0,,,,,,,375.0,154.0,110.0,,,,,133.0,113.0,,,,,123.0,117.0,104.0,114.0,111.0,,,,,,,118.0,129.89990234375,,,,,,,,,,,,,,,,,98.0,,,,,,,,
53.0,,21530.296875,,,,,,,,,,,278.0,,6518.0,,2219.0,132.0,,92.0,,,,,,,,832.0,94.2999877929687,,,133.0,,,,,,,385.0,162.0,112.0,,,,,127.0,115.0,,,,,122.0,121.0,102.0,116.0,119.0,,,,,,,116.0,112.399963378906,,,,,,,,,,,,,,,,,95.0,,,,,,,,
54.0,,22276.0,,,,,,,,,,,343.0,,7113.0,,2154.0,131.0,,101.0,,,,,,,,873.0,95.5,,,142.0,,,,,,,404.0,168.0,119.0,,,,,148.0,119.0,,,,,123.0,124.0,104.0,121.0,122.0,,,,,,,119.0,123.599975585937,,,,,,,,,,,,,,,,,92.0,,,,,,,,
55.0,,17643.1875,,,,,,,,,,,269.0,,7265.0,,1787.0,120.0,,85.0,,,,,,,,806.0,94.5,,,125.0,,,,,,,402.0,157.0,116.0,,,,,145.0,119.0,,,,,86.0,104.0,104.0,119.0,114.0,,,,,,,107.0,114.899963378906,,,,,,,,,,,,,,,,,79.0,,,,,,,,
56.0,,22506.6875,,,,,,,,,,,276.0,,7312.0,,2259.0,137.0,,94.0,,,,,,,,892.0,104.299987792968,,,143.0,,,,,,,455.0,178.0,122.0,,,,,150.0,120.0,,,,,116.0,121.0,106.0,121.0,118.0,,,,,,,122.0,131.0,,,,,,,,,,,,,,,,,94.0,,,,,,,,
57.0,,22890.890625,,,,,,,,,,,198.0,,6669.0,,,,,,,,,,,,,891.0,98.8999633789062,,,144.0,,,,,,,441.0,185.0,131.0,,,,,133.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58.0,,24256.1875,,,,,,,,,,,312.0,,7350.0,,,,,,,,,,,,,921.0,,,,155.0,,,,,,,505.0,185.0,135.0,,,,,163.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59.0,,18269.1875,,,,,,,,,,,278.0,,7730.0,,,,,,,,,,,,,536.0,,,,131.0,,,,,,,492.0,179.0,133.0,,,,,155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.0,,22598.0,,,,,,,,,,,381.0,,8181.0,,,,,,,,,,,,,769.0,,,,134.0,,,,,,,546.0,189.0,138.0,,,,,159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61.0,,23733.5,,,,,,,,,,,367.0,,7295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62.0,,24178.1875,,,,,,,,,,,359.0,,8353.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63.0,,19211.59375,,,,,,,,,,,393.0,,8532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.0,,25221.796875,,,,,,,,,,,371.0,,9124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65.0,,27155.5,,,,,,,,,,,245.0,,8438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66.0,,26496.09375,,,,,,,,,,,344.0,,9047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67.0,,20915.59375,,,,,,,,,,,,,9831.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68.0,,27048.09375,,,,,,,,,,,,,10462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69.0,,27691.0,,,,,,,,,,,,,9632.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70.0,,27894.0,,,,,,,,,,,,,10446.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71.0,,21713.296875,,,,,,,,,,,,,10930.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.0,,27750.390625,,,,,,,,,,,,,11131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.0,,29485.0,,,,,,,,,,,,,10012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74.0,,28389.796875,,,,,,,,,,,,,11241.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75.0,,23969.6875,,,,,,,,,,,,,11655.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76.0,,32013.0,,,,,,,,,,,,,11841.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.0,,35079.5,,,,,,,,,,,,,11392.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78.0,,34953.09375,,,,,,,,,,,,,13012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79.0,,26864.6875,,,,,,,,,,,,,13424.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80.0,,36303.1875,,,,,,,,,,,,,14258.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81.0,,36730.375,,,,,,,,,,,,,13692.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82.0,,38244.0,,,,,,,,,,,,,18577.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83.0,,28665.6875,,,,,,,,,,,,,18753.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84.0,,35077.1875,,,,,,,,,,,,,18041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.0,,37575.5,,,,,,,,,,,,,17580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86.0,,37161.6875,,,,,,,,,,,,,19558.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87.0,,29322.390625,,,,,,,,,,,,,19693.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88.0,,38075.875,,,,,,,,,,,,,19846.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.0,,41196.375,,,,,,,,,,,,,18919.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90.0,,40492.28125,,,,,,,,,,,,,20851.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91.0,,32633.796875,,,,,,,,,,,,,21589.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92.0,,42812.09375,,,,,,,,,,,,,21843.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93.0,,44151.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94.0,,44190.59375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95.0,,33306.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.0,,45653.6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97.0,,48416.6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.0,,48614.28125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.0,,39717.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100.0,,45665.09375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101.0,,38440.6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
